sector,stage,country,funding,team_size,team_experience,market_size_bn,burn_rate,revenue_growth,customer_count,nps_score,patent_count,competition_level,business_model_score,months_since_founding,runway_months,success
BioTech,Seed,UK,1723045,138,12,277.32,674276,0.628,33573,-10,28,8,8,84,21,1
CleanTech,Seed,UK,1147601,129,6,352.83,206983,0.532,33688,60,20,2,1,93,25,0
CleanTech,Series A,Singapore,11295445,87,11,209.03,565737,4.1,45930,-16,25,1,7,103,25,1
Cybersecurity,Seed,Canada,2436983,48,5,379.16,361477,3.76,31529,-15,19,3,3,64,22,1
SaaS,Pre-Seed,UK,405992,6,7,196.92,292926,2.388,34211,53,27,3,9,4,23,0
BioTech,Seed,Singapore,1260956,2,3,413.27,495780,1.229,39816,76,16,6,5,17,25,0
BioTech,Pre-Seed,Israel,458654,45,1,134.01,519590,3.324,46475,73,8,3,3,77,14,0
Cybersecurity,Series B,Australia,22297881,39,9,139.13,563667,-0.0,33978,0,20,7,8,93,14,1
EdTech,Pre-Seed,Australia,357143,20,2,261.43,47780,2.755,29677,21,17,8,3,51,26,0
EdTech,Seed,France,663543,116,13,215.67,649232,1.872,16004,60,27,3,7,114,30,1
EdTech,Seed,Israel,871557,88,10,324.23,792734,4.885,10272,6,1,9,7,113,26,1
AI/ML,Series C,France,184717692,124,3,182.46,534338,2.439,6212,-18,10,1,7,89,22,1
CleanTech,Pre-Seed,Brazil,104213,83,8,115.66,574493,2.672,21071,39,22,3,1,37,34,0
AI/ML,Pre-Seed,Singapore,426053,142,12,235.17,321890,3.504,43108,72,19,3,5,118,25,1
SaaS,Pre-Seed,Singapore,325170,59,10,280.7,678465,2.32,9700,45,16,7,1,96,13,0
Cybersecurity,Pre-Seed,Australia,288697,147,9,71.73,440715,0.968,29980,72,20,5,7,49,29,1
BioTech,Pre-Seed,Germany,397328,68,13,278.58,439857,2.594,17297,28,17,4,8,26,9,1
CleanTech,Seed,Brazil,505435,123,3,159.97,545916,4.71,41349,79,14,2,7,85,15,1
AI/ML,Pre-Seed,Singapore,189565,88,6,196.53,183104,1.932,28625,13,6,7,1,62,31,0
AI/ML,Pre-Seed,UK,253299,132,7,140.02,468245,3.334,28831,16,15,3,3,95,27,1
E-Commerce,Series A,Australia,5942905,56,1,465.74,310660,4.886,29367,21,24,7,3,79,31,1
AI/ML,Seed,France,1420267,90,14,341.83,359301,4.116,45813,44,28,7,7,50,10,1
Gaming,Seed,Israel,2628650,59,7,131.6,404692,3.227,35338,39,0,2,4,25,7,0
BioTech,Seed,France,1387977,64,4,322.69,129558,3.627,20121,69,27,7,3,14,32,0
Gaming,Series C,India,101659302,92,5,424.36,312944,4.67,35547,-20,17,6,6,115,11,1
BioTech,Pre-Seed,Germany,55574,53,8,201.11,570076,4.791,24914,38,26,4,6,114,28,1
Cybersecurity,Series B,Singapore,39772234,127,4,415.06,130754,4.839,44396,-17,21,5,5,43,4,1
BioTech,Series A,Canada,8936419,25,4,77.63,298384,3.053,17178,-7,7,8,6,31,31,1
Gaming,Pre-Seed,USA,444803,73,8,411.48,514204,1.801,1722,-3,6,5,3,72,29,1
BioTech,Series C,Germany,155966737,10,5,270.38,414138,0.492,13885,13,24,3,5,53,33,1
Cybersecurity,Pre-Seed,Australia,447625,111,13,111.88,516906,1.805,102,-20,29,2,9,25,4,1
Cybersecurity,Pre-Seed,Singapore,439303,95,6,203.87,330883,4.703,27435,32,1,6,4,33,26,1
SaaS,Series A,Israel,11853143,118,12,494.0,738962,4.427,13262,1,11,6,2,111,31,1
BioTech,Series A,Singapore,5648191,84,11,391.89,284233,2.523,7453,59,15,7,5,23,31,1
E-Commerce,Seed,USA,1848894,81,14,287.76,566888,2.592,42407,40,8,8,3,26,27,1
EdTech,Pre-Seed,Israel,434822,101,5,58.02,187248,1.406,45174,1,19,4,3,74,25,0
FinTech,Seed,France,556572,41,1,209.2,358109,2.163,12224,29,10,8,4,110,31,0
Cybersecurity,Series A,Israel,6550985,104,7,131.89,397684,3.515,6172,-5,14,1,4,11,23,1
HealthTech,Seed,Germany,2633221,63,6,35.97,765897,1.893,11252,7,2,6,5,24,35,0
EdTech,Seed,France,1237550,70,2,271.33,476869,0.778,17918,71,22,6,7,6,4,0
CleanTech,Pre-Seed,Singapore,338514,143,11,444.65,81895,2.612,7197,65,20,3,4,79,28,1
BioTech,Pre-Seed,Australia,276090,110,7,337.96,767861,0.972,31591,49,12,9,7,100,13,0
Gaming,Series B,Brazil,32706306,5,6,125.22,628618,4.866,13677,68,20,5,9,5,1,1
FinTech,Seed,Australia,887902,73,5,287.01,479045,1.83,11039,21,27,1,3,103,12,0
HealthTech,Series C,Singapore,106178284,18,8,471.65,68650,4.53,27785,45,12,7,5,30,26,1
EdTech,Seed,USA,1184659,115,5,361.6,478084,0.973,4570,50,1,3,4,92,23,1
BioTech,Series A,Brazil,10430747,86,11,344.89,10615,0.784,6706,60,5,4,9,116,22,1
SaaS,Pre-Seed,Singapore,120793,58,2,484.1,710972,3.008,11655,14,5,6,5,119,28,0
CleanTech,Seed,Canada,939717,108,6,399.54,781614,3.853,33202,-1,11,8,2,112,17,0
FinTech,Pre-Seed,Germany,238206,49,14,68.74,532915,2.747,47907,-19,3,4,1,100,6,0
E-Commerce,Seed,Canada,1690897,118,12,174.14,314080,0.995,9449,-14,4,9,7,17,14,0
SaaS,Seed,France,2741105,32,1,482.59,694732,-0.003,24630,75,22,8,1,10,17,0
HealthTech,Series C,India,84874739,113,5,245.11,379956,3.015,9122,28,29,6,8,50,5,1
FinTech,Series A,Singapore,13710632,48,14,56.26,340019,0.481,46371,62,7,7,9,101,13,1
SaaS,Pre-Seed,UK,419153,135,6,229.57,616070,1.585,10991,55,5,8,7,90,9,0
CleanTech,Pre-Seed,UK,288634,109,7,348.65,71700,3.314,24887,-12,20,2,9,118,26,1
E-Commerce,Pre-Seed,Israel,451049,73,14,498.78,18109,0.31,13859,6,27,5,6,54,13,1
SaaS,Seed,Australia,2059366,72,2,162.29,33758,0.462,23640,57,2,7,7,57,19,0
AI/ML,Series A,Australia,4095589,109,1,257.29,753987,0.121,48339,-19,22,8,3,39,17,0
E-Commerce,Series B,Australia,28224541,54,6,439.9,547605,4.98,25532,64,7,5,9,6,16,1
HealthTech,Pre-Seed,Canada,439929,143,3,177.96,210073,1.813,39229,47,18,3,3,57,30,0
CleanTech,Seed,Germany,1695402,17,5,55.08,523909,4.51,38764,39,20,6,6,14,32,0
BioTech,Seed,Singapore,1131872,117,12,474.49,35622,1.327,37620,64,10,5,4,21,14,1
Gaming,Series A,USA,11466721,74,11,244.48,518911,3.717,2512,65,17,8,9,81,15,1
Gaming,Seed,Israel,2421792,75,13,251.64,541088,0.939,15446,28,9,9,1,59,12,0
Gaming,Series A,France,8754068,82,2,310.79,780157,2.391,21912,-19,25,9,9,96,11,0
FinTech,Series A,Brazil,4539219,13,1,2.27,569827,4.088,34031,-4,27,6,4,111,5,0
HealthTech,Pre-Seed,France,336268,129,1,465.6,243259,4.045,35515,62,19,4,5,39,11,0
CleanTech,Series A,Singapore,7589716,71,13,181.04,667960,3.93,15416,67,11,4,1,78,34,1
E-Commerce,Pre-Seed,India,373671,148,11,198.77,619451,4.083,7280,-1,19,9,1,85,19,0
FinTech,Series A,Australia,13878275,42,4,87.47,256765,0.9,10974,55,27,4,6,100,26,0
HealthTech,Seed,Brazil,596651,60,10,189.39,694729,2.308,43746,68,28,8,1,9,26,1
